 TIME                                    Q_HP                                     P_HP                                     COP_HP                                   T_w_i_HP                                 T_w_o_HP                                 m_w_i_HP                                 T_amb                                    F_Q_in                                   F_Q_out                                  m_w_o_HP                                 CS                                       T_thermostat                            
  +3.3500000000000001E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0309588351131154E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7835000000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2286331515638835E+01
  +3.3999999999999999E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0291716357901677E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7825000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2275792403430565E+01
  +3.4500000000000002E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0273859773071386E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7814999999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2265253488944325E+01
  +3.5000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0256018548928651E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7805000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2254714771334463E+01
  +3.5499999999999998E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0238192637947613E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7795000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2244176249728568E+01
  +3.6000000000000001E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0220381992787317E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7785000000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2233637923227846E+01
  +3.6499999999999999E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0202586566290918E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7775000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2223099790907440E+01
  +3.7000000000000002E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0184806311484891E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7765000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2212561851816766E+01
  +3.7500000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0167041181578185E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7755000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2202024104979870E+01
  +3.7999999999999998E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0149291129961483E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7745000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2191486548980961E+01
  +3.8500000000000001E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0131556110206340E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7735000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2180949180844628E+01
  +3.8999999999999999E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0113836076064445E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7725000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2170411995757526E+01
  +3.9500000000000002E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0096130981466807E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7715000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2159874988209417E+01
  +4.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0078440780522961E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7705000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2149338152707138E+01
  +4.0499999999999998E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0060764677378671E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7692500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2138801109591881E+01
  +4.0999999999999996E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0043101127760778E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7677499999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2128263105565594E+01
  +4.1500000000000004E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0025449339745222E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7662500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2117723761753638E+01
  +4.2000000000000002E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0007809272204881E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7647500000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2107183073177950E+01
  +4.2500000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9990180884176020E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7632500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2096641034876953E+01
  +4.2999999999999998E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9972564134857549E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7617500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2086097641905539E+01
  +4.3499999999999996E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9954958983610368E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7602499999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2075552889335128E+01
  +4.4000000000000004E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9937365389956582E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7587500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2065006772253717E+01
  +4.4500000000000002E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9919783313578840E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7572500000000005E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2054459285765859E+01
  +4.5000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9902212714319610E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7557500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2043910424992767E+01
  +4.5499999999999998E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9884653552180467E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7542500000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2033360185072276E+01
  +4.5999999999999996E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9867105787321414E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7527500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2022808561158939E+01
  +4.6500000000000004E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9849569380060160E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7512500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2012255548424001E+01
  +4.7000000000000002E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9832044290871472E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7497500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2001701142055467E+01
  +4.7500000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9814530480386409E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7482500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1991145337258104E+01
  +4.7999999999999998E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9797027909391723E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7467500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1980588129253476E+01
  +4.8499999999999996E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9779536538829106E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7452500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1970029513279982E+01
  +4.9000000000000004E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9762056329794540E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7437500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1959469484592866E+01
  +4.9500000000000002E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9744587243537623E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7422500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1948908038464253E+01
  +5.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9727129241460887E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7407499999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1938345170183148E+01
  +5.0499999999999998E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9709685285685310E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7402500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1927782371786627E+01
  +5.0999999999999996E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9692261332866948E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7407500000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1917222629954253E+01
  +5.1500000000000004E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9674860331121408E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7412500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1906667433757853E+01
  +5.2000000000000002E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9657482226228453E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7417499999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1896116776768764E+01
  +5.2500000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9640126964162590E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7422500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1885570652578650E+01
  +5.2999999999999998E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9622794491092264E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7427499999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1875029054799491E+01
  +5.3499999999999996E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9605484753378974E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7432500000000005E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1864491977063594E+01
  +5.4000000000000004E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9588197697576526E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7437500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1853959413023652E+01
  +5.4500000000000002E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9570933270430132E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7442499999999995E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1843431356352710E+01
  +5.5000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9553691418875687E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7447500000000005E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1832907800744231E+01
  +5.5499999999999998E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9536472090038899E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7452500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1822388739912057E+01
  +5.5999999999999996E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9519275231234488E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7457500000000007E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1811874167590474E+01
  +5.6500000000000004E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9502100789965439E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7462500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1801364077534188E+01
  +5.7000000000000002E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9484948713922115E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7467499999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1790858463518347E+01
  +5.7500000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9467818950981538E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7472500000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1780357319338556E+01
  +5.7999999999999998E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9450711449206587E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7477499999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1769860638810883E+01
  +5.8499999999999996E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9433626156845165E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7482500000000005E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1759368415771881E+01
  +5.9000000000000004E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9416563022329477E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7487500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1748880644078582E+01
  +5.9500000000000002E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9399521994275204E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7492499999999996E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1738397317608502E+01
  +6.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9382503021480744E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7497500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1727918430259663E+01
  +6.0499999999999998E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9257365337162355E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7502499999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1716539280539671E+01
  +6.0999999999999996E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8918002097278176E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7507500000000007E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1703353645217305E+01
  +6.1500000000000004E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8369936903783582E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7512500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1688325798192253E+01
  +6.2000000000000002E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.7621875283251754E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7517499999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1671390758346490E+01
  +6.2500000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.6685475398761312E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7522500000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1652439627895987E+01
  +6.2999999999999998E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.5575046677955598E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7527500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1631287963250180E+01
  +6.3499999999999996E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.4307187235433901E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7532500000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1607629822599435E+01
  +6.4000000000000004E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.2900372897486001E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7537500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1580964156212318E+01
  +6.4500000000000002E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.1374511989420917E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7542499999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1550488976624500E+01
  +6.5000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +4.9750480782882626E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7547500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1514973856543314E+01
  +6.5499999999999998E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +4.8049656066412723E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7552499999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1472610095647354E+01
